f^(1): LTE = O(20)
=========================

f^(1): forward 0
-----------------------------------
(weights, stencil)
-9.9249074505764696141341e+00, 14
4.6796293495696810182949e+00, 15
1.9156471847536147290469e+00, 16
-1.4556466308428523959151e+00, 17
2.3928684704023139850904e-01, 18
5.7318463573498417969014e-06, 19
-----------------------------------
f^(10): forward 2
-----------------------------------
(weights, stencil)
2.6666083155922809311278e+01, -2
-3.3008421966641287781385e+02, -1
1.8678049618750553690916e+03, 0
-6.4349067385354619545978e+03, 1
1.4994525934683821105864e+04, 2
-2.4760303790041671163635e+04, 3
2.9450613127962071303045e+04, 4
-2.5021400617300274461741e+04, 5
1.4573452002174177323468e+04, 6
-5.2097582088474300689995e+03, 7
7.8480154810977626311796e+02, 8
4.5196457454848697921079e+01, 9
5.1055665408066808197418e+01, 10
-2.7910175189671143414216e+01, 11
-2.1081392470232295011101e+01, 12
8.8609785828558482734252e+00, 13
5.0865777236335736333217e+00, 14
-2.3413497748667708719950e+00, 15
-8.3569064575075979739438e-01, 16
6.1718902555823940137003e-01, 17
-9.6454662028901030912387e-02, 18
-----------------------------------
f^(10): forward 3
-----------------------------------
(weights, stencil)
1.6070855503840846267849e+01, -3
-2.3706087325103757734723e+02, -2
2.2044806534741942414257e+03, -1
-4.1051142572251883393619e+03, 0
3.0607725434695958028897e+03, 1
-2.6386661637090583099052e+03, 2
4.0344959609304378318484e+03, 3
-4.4307766673770120178233e+03, 4
3.3272179050380341323034e+03, 5
-1.6703833186274980562303e+03, 6
5.0794017733586258600553e+02, 7
-6.4592469536501525340100e+01, 8
-3.3345870576853524624994e+00, 9
-2.7280645947318942212689e+00, 10
1.3464721702773336797776e+00, 11
7.4525424391537353763226e-01, 12
-2.8322186366833868031989e-01, 13
-9.5938404742143129633192e-02, 14
3.9521221462224455367451e-02, 15
4.7493164846908204196341e-03, 16
-2.2715450878238343905557e-03, 17
-----------------------------------
f^(10): forward 4
-----------------------------------
(weights, stencil)
2.4781491296080733199858e+00, -4
-2.6253786463314945365255e+01, -3
1.2463394673309765892100e+02, -2
-3.4816448839175694729420e+02, -1
6.6298400898171269091108e+02, 0
-8.7577246365144640094513e+02, 1
7.6386875449366505108628e+02, 2
-3.8614221518184444903454e+02, 3
3.7064435097553840137152e+01, 4
1.0094424541885958035436e+02, 5
-7.9096300515039786205307e+01, 6
2.7146706115450236040942e+01, 7
-3.4607156935710197132039e+00, 8
-1.7663643859834521343544e-01, 9
-1.2224413054781269050153e-01, 10
5.6000318765941130283448e-02, 11
2.4337257084019237041161e-02, 12
-8.5065187461319594075526e-03, 13
-1.5878167866177261748767e-03, 14
5.9056690348129926588366e-04, 15
4.3512315638019905793615e-07, 16
-----------------------------------
f^(10): forward 5
-----------------------------------
(weights, stencil)
-3.0708326543736047531397e-01, -5
7.2089277482054461287930e+00, -4
-6.0315018115072277282707e+01, -3
2.7736018986887461323931e+02, -2
-8.2699586316248246475880e+02, -1
1.7094897793732798163546e+03, 0
-2.5698994609612896056205e+03, 1
2.8978782948989560281916e+03, 2
-2.4762215305994591290073e+03, 3
1.5951502720315988881339e+03, 4
-7.5967389550190921454487e+02, 5
2.5497677689015569058029e+02, 6
-5.3774487881929523780400e+01, 7
4.8831897266650869937621e+00, 8
1.8616616402628466397928e-01, 9
1.0315852672704726999964e-01, 10
-4.2108300624902401942951e-02, 11
-1.3525608788037374666247e-02, 12
4.5240160677581311987616e-03, 13
6.0382344205929625469836e-04, 14
-2.2288672899539003439268e-04, 15
-----------------------------------
f^(10): forward 6
-----------------------------------
(weights, stencil)
-1.0848372878821434250884e-01, -6
1.4719933686627093560872e+00, -5
-6.4599698418068109972978e+00, -4
4.9851644450500431915430e+00, -3
6.0297770130438692604002e+01, -2
-2.9285894793039420846981e+02, -1
7.2002239171940152573370e+02, 0
-1.1606510773206332487462e+03, 1
1.3266667913702699479472e+03, 2
-1.1064877222136612999748e+03, 3
6.7626417391891607167054e+02, 4
-2.9827616639180160973410e+02, 5
9.0741046785596907398030e+01, 6
-1.7016413049451298178383e+01, 7
1.3544517506359190495147e+00, 8
4.3174292301678844629986e-02, 9
2.0052731279027846689189e-02, 10
-7.2321289571440601842700e-03, 11
-1.3762901121700599812309e-03, 12
4.1381131918966540701732e-04, 13
8.8042014846701743802614e-07, 14
-----------------------------------
f^(10): forward 7
-----------------------------------
(weights, stencil)
6.9463666533700535454798e-02, -7
-1.2649671391035175460615e+00, -6
1.0508296410492318884167e+01, -5
-5.0444669275810952058237e+01, -4
1.5424990070966015309750e+02, -3
-3.1407689776412473747769e+02, -2
4.2619140541781757747231e+02, -1
-3.5584766092376145252274e+02, 0
1.0467640225669184417256e+02, 1
1.5270451336282926035892e+02, 2
-2.5196776648980309687431e+02, 3
1.9615497905103615039479e+02, 4
-9.6158080254636715267225e+01, 5
3.0490535579274794741877e+01, 6
-5.7560901778439967912959e+00, 7
4.5255151611571997616323e-01, 8
1.4247336943457027114146e-02, 9
6.3955817507482283501563e-03, 10
-2.2743566005710797936490e-03, 11
-3.9744373161385509280949e-04, 12
1.1906984484457595202273e-04, 13
-----------------------------------
f^(10): forward 8
-----------------------------------
(weights, stencil)
-3.3216224803942623333697e-02, -8
6.5641421946948208532291e-01, -7
-6.1518520731191141948102e+00, -6
3.5970065638450762435241e+01, -5
-1.4342375270613035809220e+02, -4
4.0677691209389888626902e+02, -3
-8.4222933542039368148835e+02, -2
1.2948401438091166255617e+03, -1
-1.4926651559068336609926e+03, 0
1.2943326775503048793325e+03, 1
-8.4145513466947852521116e+02, 2
4.0604179874193476962319e+02, 3
-1.4291402955415600217748e+02, 4
3.5702261515960621807153e+01, 5
-6.0455470461861890996147e+00, 6
6.2558701634172231287323e-01, 7
-2.7237427251570026781602e-02, 8
-5.7186208124802829187716e-04, 9
-3.7711888594635446293225e-05, 10
1.7252828372709070990513e-05, 11
-1.4908399394298964495928e-06, 12
-----------------------------------
f^(10): forward 9
-----------------------------------
(weights, stencil)
6.3214638211000926878991e-03, -9
-1.4511955352152397513699e-01, -8
1.5898450054530044450729e+00, -7
-1.1024604228382548498644e+01, -6
5.3798773653372371938985e+01, -5
-1.9193897978102228307762e+02, -4
5.0842557915602191087601e+02, -3
-1.0096518938905447839716e+03, -2
1.5141349616886109288316e+03, -1
-1.7220782866688177819015e+03, 0
1.4855230723966765253863e+03, 1
-9.6703165952116057724197e+02, 2
4.6957436042884648941254e+02, 3
-1.6654831903514596547211e+02, 4
4.1486055955220329849453e+01, 5
-6.6239611943729803655856e+00, 6
4.7552930271542337425927e-01, 7
3.6420298456461497327297e-02, 8
-7.7576042966699442285372e-03, 9
-4.6819604360296746990364e-04, 10
1.3161752498601741036104e-04, 11
-----------------------------------
f^(10): central 0
-----------------------------------
(weights, stencil)
1.0656392723506526165611e-03, -10
-1.1929684710247114021175e-02, -9
-6.8757806387050317449561e-04, -8
8.9605546666227531282800e-01, -7
-8.8058020752494847727121e+00, -6
4.9016473436693011933585e+01, -5
-1.8572538539047710060004e+02, -4
5.0735518758871154432200e+02, -3
-1.0261123264125747027720e+03, -2
1.5599245006088483478379e+03, -1
-1.7980777820985358630423e+03, 0
1.5772092503527831013344e+03, 1
-1.0520394526352633874922e+03, 2
5.3128792022917798476556e+02, 3
-2.0168054105861290281609e+02, 4
5.6994051429199103608880e+01, 5
-1.1797393856966753133975e+01, 6
1.7172767459923707900060e+00, 7
-1.5711067963563860039322e-01, 8
6.5941036952596810208349e-03, 9
3.6539914022681005184492e-05, 10
-----------------------------------
f^(10): backward 9
-----------------------------------
(weights, stencil)
-1.7316943484957930671350e-05, -11
1.3087937496326137315483e-03, -10
-1.3222860584322751117958e-02, -9
7.1494770003635067529696e-04, -8
9.1838887995855966739356e-01, -7
-8.9726700801736019030841e+00, -6
4.9686725574644647451805e+01, -5
-1.8760746101992810963566e+02, -4
5.1136442774521401588572e+02, -3
-1.0328438234317443402688e+03, -2
1.5690187614790518182417e+03, -1
-1.8080765741715269996348e+03, 0
1.5862021392642745922785e+03, 1
-1.0586580475212865621870e+03, 2
5.3525748484798396020778e+02, 3
-2.0360328741380342876255e+02, 4
5.7734979449594717948457e+01, 5
-1.2019266879431656391830e+01, 6
1.7670382275671452365629e+00, 7
-1.6497316882429749473893e-01, 8
7.3742294770561146038945e-03, 9
-----------------------------------
f^(10): backward 8
-----------------------------------
(weights, stencil)
-1.5048503435482490156732e-06, -12
7.7736965331829614695271e-06, -11
6.6609084300046258173868e-05, -10
-8.1273624349607106326365e-04, -9
-2.9850512751695958135745e-02, -8
6.5198767229474885454010e-01, -7
-6.1726479172331618627823e+00, -6
3.6110664747642992722376e+01, -5
-1.4388025979450850400099e+02, -4
4.0780283549926735986446e+02, -3
-8.4398834479608490255487e+02, -2
1.2972457718973791997996e+03, -1
-1.4953591486198781694839e+03, 0
1.2968442305814523933805e+03, 1
-8.4342095123304193293734e+02, 2
4.0733566305998692769208e+02, 3
-1.4362601050942697611390e+02, 4
3.6024630963183319920518e+01, 5
-6.1621872168457638707650e+00, 6
6.5764100660000779363656e-01, 7
-3.3284920786339870779624e-02, 8
-----------------------------------
f^(10): backward 7
-----------------------------------
(weights, stencil)
8.7465118961946999929895e-05, -13
-2.9054781588059940379901e-04, -12
-4.4955717869758424209969e-04, -11
-8.7004029006652328082083e-03, -10
4.1227302886237257584234e-02, -9
6.6056073609356857900821e-01, -8
-7.4504264563866398063396e+00, -7
3.7104748945824304939833e+01, -6
-1.1357260668107498702284e+02, -5
2.3016226634094019232180e+02, -4
-3.0332865720927901520554e+02, -3
2.1396068272504081164698e+02, -2
4.6445542661810968354530e+01, -1
-3.1161575898579178556247e+02, 0
3.9941880101020467463968e+02, 1
-3.0130976721276658736315e+02, 2
1.4956209432888527999239e+02, 3
-4.9164959651758216807593e+01, 4
1.0263441093395714531766e+01, 5
-1.2356447664618432913386e+00, 6
6.7808863509361910759665e-02, 7
-----------------------------------
f^(10): backward 6
-----------------------------------
(weights, stencil)
1.5301467560130021262888e-06, -14
2.9498599063425268423239e-04, -13
-9.8420207021497618793404e-04, -12
-1.5094826851888801678286e-03, -11
-2.5244990550594387929140e-02, -10
1.2022928828713787263727e-01, -9
1.8996605151922745235993e+00, -8
-2.1179092520571604296720e+01, -7
1.0583888525418713300041e+02, -6
-3.3496672396143526384549e+02, -5
7.4193136739149883851496e+02, -4
-1.1966724977029821275210e+03, -3
1.4237151591698466290836e+03, -2
-1.2421432632734822618659e+03, -1
7.7332328747573149030359e+02, 0
-3.2080784262585768829013e+02, 1
7.1838567091551837506813e+01, 2
1.6230004075785526840292e+00, 3
-5.7748693304155160888058e+00, 4
1.3848504247283164314553e+00, 5
-1.0327544454533658935258e-01, 6
-----------------------------------
f^(10): backward 5
-----------------------------------
(weights, stencil)
-2.3151573296683868063463e-04, -15
9.7057174218089523401454e-04, -14
1.6506504784416862596091e-03, -13
-7.8713849818655562406988e-03, -12
-1.2427064109647261574976e-02, -11
-8.3438889228925880447996e-02, -10
4.4045728027710773222481e-01, -9
6.1751740815157711850247e+00, -8
-6.1869268230054672130791e+01, -7
2.7903027901121629383852e+02, -6
-8.0790800121364202368568e+02, -5
1.6667106364953920092375e+03, -4
-2.5575901363841062448046e+03, -3
2.9690077681640823357156e+03, -2
-2.6110796119707501929952e+03, -1
1.7205826713628807738132e+03, 0
-8.2883896140417016340507e+02, 1
2.7923344503841508412734e+02, 2
-6.0751795845615355062819e+01, 3
7.2696071113146727427079e+00, 4
-3.1091586478039479057855e-01, 5
-----------------------------------
f^(10): backward 4
-----------------------------------
(weights, stencil)
4.3657751150181014407665e-07, -16
7.0112088628623489561242e-04, -15
-2.9165111256695655690685e-03, -14
-2.3165518095245719691622e-03, -13
1.4906817553723689454004e-02, -12
2.3768457465230242997567e-02, -11
5.9878896517457043391364e-02, -10
-4.0307182584890438592495e-01, -9
-4.4769083612244795489232e+00, -8
3.3228909775717134778006e+01, -7
-9.6628573770949572008249e+01, -6
1.3571389436779506354469e+02, -5
-1.4814402054015671339471e+01, -4
-3.2639664153790289446988e+02, -3
7.1381214910413268626144e+02, -2
-8.6098158190285460023006e+02, -1
6.8159697019497923520248e+02, 0
-3.6411922053160128598392e+02, 1
1.2736110864835102063353e+02, 2
-2.6474991399114053081121e+01, 3
2.4883366264835382608567e+00, 4
-----------------------------------
f^(10): backward 3
-----------------------------------
(weights, stencil)
-4.4173213461643438121351e-03, -17
9.2362923074635165654467e-03, -16
9.3294670013969918653807e-02, -15
-3.4651932824620612638711e-01, -14
4.0126221226310626599698e-02, -13
7.0910620437460281095809e-01, -12
1.1404817780215157352330e+00, -11
1.5553561764508916365202e+00, -10
-1.3702162146756988292395e+01, -9
-1.5387903052024012140464e+02, -8
1.1803973369408206508524e+03, -7
-3.9529946318847769362037e+03, -6
8.3253979762738381396048e+03, -5
-1.2269001289091667786124e+04, -4
1.3205835866741066638497e+04, -3
-1.0530561342915994828218e+04, -2
6.1891634330936994956573e+03, -1
-2.6161056065909929202462e+03, 0
7.5465085795744755614578e+02, 1
-1.3328890829203521661839e+02, 2
1.0890835742794328311334e+01, 3
-----------------------------------
f^(10): backward 2
-----------------------------------
(weights, stencil)
-1.0597659472771107924682e-01, -18
6.9427456916359742145062e-01, -17
-9.5198608816975593960308e-01, -16
-3.3473184614778710432859e+00, -15
1.0991509087892898932637e+01, -14
-5.0469587978786583093438e+00, -13
-8.4362702194306109504396e+00, -12
-1.4057211210868439721366e+01, -11
4.8840936061548706481616e-01, -10
8.4177898286574773578650e+01, -9
8.4366176146155601145438e+02, -8
-5.3933601611419398977887e+03, -7
1.4792084730209333429229e+04, -6
-2.5144026993325365765486e+04, -5
2.9427617014275576366344e+04, -4
-2.4648263664687379787210e+04, -3
1.4878326553975801289198e+04, -2
-6.3594267037423105648486e+03, -1
1.8344801774295181076013e+03, 0
-3.2139282407893875870286e+02, 1
2.5893739692448747291564e+01, 2
-----------------------------------
f^(10): backward 1
-----------------------------------
(weights, stencil)
2.3948149035135390158124e-05, -19
2.6788678685557654191030e-01, -18
-1.6717914643717779465959e+00, -17
2.2325740858821085943475e+00, -16
6.9390887775509746404623e+00, -15
-2.2233211527825890385657e+01, -14
1.1298234410919711478982e+01, -13
1.2727727419263574759611e+01, -12
2.1625352256677338402824e+01, -11
-9.1171161571521643907090e+00, -10
-9.3656455642486193369223e+01, -9
-8.8715682254426519648405e+02, -8
5.0841261933132955164183e+03, -7
-1.2260145233258632288198e+04, -6
1.7959984083303617808269e+04, -5
-1.7689780355030503415037e+04, -4
1.2092149200203450163826e+04, -3
-5.7058081163732185814297e+03, -2
1.7836775042044926067319e+03, -1
-3.3387791523769993773385e+02, 0
2.8419148526002473431618e+01, 1
-----------------------------------
f^(10): backward 0
-----------------------------------
(weights, stencil)
2.7256627586925874506818e-01, -20
-1.0770954550442684016787e+00, -19
-2.4461600077430185606886e+00, -18
1.8806431243191045865615e+01, -17
-2.2748745670673180541144e+01, -16
-4.5766460340360858083386e+01, -15
1.3439486259991417682613e+02, -14
-7.5443396708765575908728e+01, -13
-3.4298562142157948073873e+01, -12
-6.3822834456559363047745e+01, -11
5.6209892273118072125726e+01, -10
1.5178714696928315674995e+02, -9
1.3330157278624967602809e+03, -8
-6.4346611750356642005499e+03, -7
1.2769403111143788919435e+04, -6
-1.5053438432438713789452e+04, -5
1.1605139717993768499582e+04, -4
-5.9680407009274258598452e+03, -3
1.9892081263759457669948e+03, -2
-3.9107849120594681835428e+02, -1
3.4584471651677674230996e+01, 0
-----------------------------------
=========================
f^(11): LTE = O(10)
=========================

f^(11): forward 0
-----------------------------------
(weights, stencil)
7.8261390262493620184614e+01, 0
-4.0670029559835546706381e+02, 1
1.0331311120221344026504e+03, 2
-1.6483525934134638646356e+03, 3
1.6683437174890505048097e+03, 4
-8.9919480375182808984391e+02, 5
5.0262747600184125573719e+00, 6
2.8333408834012283250559e+02, 7
-1.0337149636197638358226e+02, 8
-8.0342126409641547724050e+00, 9
-2.7038523101101471723950e+01, 10
1.7350671744822712128098e+01, 11
2.3123313425088078076897e+01, 12
-1.1386553696233750798683e+01, 13
-1.2510279598950663881851e+01, 14
6.5864031128224764799484e+00, 15
5.2133388558054125638819e+00, 16
-4.9675306774089111883086e+00, 17
1.1518138575875778162327e+00, 18
8.1584238392875305101448e-02, 19
-4.7419268056132640731803e-02, 20
-----------------------------------
f^(11): forward 1
-----------------------------------
(weights, stencil)
-1.3270852007448347364971e+01, -1
2.0689167958348900810961e+02, 0
-1.1658397481479355519696e+03, 1
3.7368691630387529585278e+03, 2
-7.8870950521246113567031e+03, 3
1.1531065278702879368211e+04, 4
-1.1729444536359034827910e+04, 5
8.0138130581724253715947e+03, 6
-3.3036879440767652340583e+03, 7
5.6553128132954316242831e+02, 8
3.4810333309507996091270e+01, 9
4.8400258361626733005778e+01, 10
-2.7739899999817414055769e+01, 11
-2.3966869735434499943949e+01, 12
1.0471680733354004289026e+01, 13
7.0064859201642875063953e+00, 14
-3.3132248731053790535839e+00, 15
-1.3780579716016345681595e+00, 16
1.0506817618432811034523e+00, 17
-1.7371072209509086370360e-01, 18
-4.8957382123272779692199e-06, 19
-----------------------------------
f^(11): forward 2
-----------------------------------
(weights, stencil)
-2.2864251983763136166772e+01, -2
2.9375997407075186629299e+02, -1
-1.6994198701636671557935e+03, 0
5.9821796391287434744299e+03, 1
-1.4257693177631101207226e+04, 2
2.4073550427773086994421e+04, 3
-2.9241293164828672161093e+04, 4
2.5331325712307279900415e+04, 5
-1.5019706286357397402753e+04, 6
5.4572536810211058764253e+03, 7
-8.3426077557672704188008e+02, 8
-4.8440531227745360354220e+01, 9
-5.5938644016480104426137e+01, 10
3.0750181063950119408901e+01, 11
2.3568963892653947311828e+01, 12
-9.9467299269663662641960e+00, 13
-5.8018789580474710021463e+00, 14
2.6774684207428394167039e+00, 15
9.6981266545982447446761e-01, 16
-7.1822449729833282017211e-01, 17
1.1281388136062314719865e-01, 18
-----------------------------------
f^(11): forward 3
-----------------------------------
(weights, stencil)
-2.2063332823031853280327e+01, -3
3.5011242520869069494438e+02, -2
2.4563874984145718372019e+03, -1
-5.8486533927298360140412e+03, 0
2.8633522014421700987441e+03, 1
1.4532974591177558068011e+03, 2
-3.9416335685574622402783e+03, 3
5.6101006415007086616242e+03, 4
-4.8418747742037066927878e+03, 5
2.6621320615588633700099e+03, 6
-8.6499857784273137895070e+02, 7
1.1579538478815922530885e+02, 8
6.1849588358910176921768e+00, 9
5.3075963307749569608518e+00, 10
-2.6655339411155734019587e+00, 11
-1.5339120398331027583794e+00, 12
5.8794780844566962851871e-01, 13
2.0739317902707515850480e-01, 14
-8.5768928142748251941541e-02, 15
-1.0670670009787993487427e-02, 16
5.1043724665869377385419e-03, 17
-----------------------------------
f^(11): forward 4
-----------------------------------
(weights, stencil)
-5.1664717493888145938286e+00, -4
6.5181926148369981888209e+01, -3
-3.8537956184100232803758e+02, -2
1.3523802709711042098206e+03, -1
-3.2064454060673792810121e+03, 0
5.5234249456460693181725e+03, 1
-7.1498017976132678086287e+03, 2
7.0135550176546248621889e+03, 3
-5.1721997031539749514195e+03, 4
2.8016327398203065968119e+03, 5
-1.0605629267502431503090e+03, 6
2.4975933313812123515163e+02, 7
-2.5014165147499664243469e+01, 8
-1.0567579335923020789068e+00, 9
-6.3624445850793087675612e-01, 10
2.7225023068266285264372e-01, 11
1.0024636506312314954137e-01, 12
-3.4223248328544182694788e-02, 13
-5.4098562469657622900354e-03, 14
2.0042660632573119222632e-03, 15
6.3295765424095518250316e-07, 16
-----------------------------------
f^(11): forward 5
-----------------------------------
(weights, stencil)
-4.5439365085363686569409e-01, -5
1.8696480920677678305708e+00, -4
1.4040284726442340712538e+01, -3
-1.5031056718634434332671e+02, -2
6.5207122874797755684995e+02, -1
-1.7071109120817984603491e+03, 0
3.0817540654538311173383e+03, 1
-4.0729291725024618244788e+03, 2
4.0095028471994355641073e+03, 3
-2.9311302956238637307251e+03, 4
1.5623192528163181123091e+03, 5
-5.7896840546787871062406e+02, 6
1.3299776824287670251579e+02, 7
-1.2965670202933832655390e+01, 8
-5.3251626330942580800354e-01, 9
-3.1036060529932563145650e-01, 10
1.3036529576648636652436e-01, 11
4.5448407225324269353983e-02, 12
-1.5362421094726042350431e-02, 13
-2.2350771783515221632910e-03, 14
8.2588566434421174788927e-04, 15
-----------------------------------
f^(11): forward 6
-----------------------------------
(weights, stencil)
4.0154257253711733710588e-01, -6
-7.0381280502498047013660e+00, -5
5.2437208166621807947649e+01, -4
-2.2740440519188436496734e+02, -3
6.5151489867303382652608e+02, -2
-1.3156964581287124929077e+03, -1
1.9408647841649374186090e+03, 0
-2.1299430286547981268086e+03, 1
1.7484275352463275794435e+03, 2
-1.0670239133030368066102e+03, 3
4.7463723819168546924629e+02, 4
-1.4777996276201619707535e+02, 5
2.9725548243714250418179e+01, 6
-3.2310624667800906806292e+00, 7
1.1175192969717719082556e-01, 8
-2.6088802703627370256634e-03, 9
-2.3898705690748541820290e-03, 10
1.1240761241549624641772e-03, 11
4.2816930272786388102929e-04, 12
-1.3181847486993860936282e-04, 13
-9.2743582249168318062780e-07, 14
-----------------------------------
f^(11): forward 7
-----------------------------------
(weights, stencil)
-7.3193242833842028782776e-02, -7
1.6201941699606428048952e+00, -6
-1.6561076458472520300802e+01, -5
9.8797751534497677994295e+01, -4
-3.8477558851668499073639e+02, -3
1.0464447751360241909424e+03, -2
-2.0737251534948868538777e+03, -1
3.0744260979564505760209e+03, 0
-3.4633556959775255563727e+03, 1
2.9855526971514373144601e+03, 2
-1.9672337692693608914851e+03, 3
9.8036481252465910074534e+02, 4
-3.6067518400195149297360e+02, 5
9.3187875359253879992139e+01, 6
-1.5091611476687134540953e+01, 7
1.0617286475932561362612e+00, 8
2.7860082153189604653454e-02, 9
1.1995367555112311855336e-02, 10
-4.0980133724454349125610e-03, 11
-6.0287295497611019089862e-04, 12
1.7863985684614131638215e-04, 13
-----------------------------------
f^(11): forward 8
-----------------------------------
(weights, stencil)
-4.9834172609037025170053e-02, -8
8.0740657593496045763004e-01, -7
-5.7115843550871998601792e+00, -6
2.1639160592862126009095e+01, -5
-4.0698727297158207250050e+01, -4
-5.9083730362526454271688e+00, -3
2.5404914271313165841093e+02, -2
-7.7019975923556535235548e+02, -1
1.3682913317573140830063e+03, 0
-1.6782247278162008115032e+03, 1
1.4940090723792216067523e+03, 2
-9.8002323317282321113453e+02, 3
4.7166090419701970404276e+02, 4
-1.6284572432489432003422e+02, 5
3.8372971390202017971660e+01, 6
-5.5172137476334182082383e+00, 7
3.4190378264793302998115e-01, 8
5.6269154985827667808662e-03, 9
2.3435310747554568590323e-03, 10
-6.5992384921180187538209e-04, 11
-8.8269324306741453066340e-06, 12
-----------------------------------
f^(11): forward 9
-----------------------------------
(weights, stencil)
3.7427997825842905521565e-02, -9
-7.1238926952334069575556e-01, -8
6.3340468424883553666405e+00, -7
-3.4562096658984962971317e+01, -6
1.2719914124329568494431e+02, -5
-3.2794732399645101850183e+02, -4
5.9593356465230431240343e+02, -3
-7.3723294493988271369744e+02, -2
5.2824558067315035714273e+02, -1
9.9045044136673077161959e+00, 0
-5.4617926386839167207654e+02, 1
7.5048791001316760684858e+02, 2
-6.0385831391124395395309e+02, 3
3.3172685827182630191601e+02, 4
-1.2860102793942456855802e+02, 5
3.4948290501119821271914e+01, 6
-6.4056707837284685425061e+00, 7
7.1880711323086732278398e-01, 8
-3.6918286013479538476556e-02, 9
-2.0527106933851337229602e-04, 10
1.7204419361950926841993e-05, 11
-----------------------------------
f^(11): central 0
-----------------------------------
(weights, stencil)
1.3929438948912865100377e-04, -10
3.5042304002338639512537e-02, -9
-6.9350978888231384900109e-01, -8
6.2433569270933153561032e+00, -7
-3.4272055061427529665252e+01, -6
1.2657395829467100156762e+02, -5
-3.2713481818641866993858e+02, -4
5.9579249218144013866549e+02, -3
-7.3938022272332170814479e+02, -2
5.3421213453779876090266e+02, -1
9.9991801320452647870718e-04, 0
-5.3421324818503182996210e+02, 1
7.3938036786642908282374e+02, 2
-5.9579253106257260697021e+02, 3
3.2713482820573631215666e+02, 4
-1.2657396050061426251432e+02, 5
3.4272055439763008166665e+01, 6
-6.2433569715687875500976e+00, 7
6.9350979144838897916259e-01, 8
-3.5042303921358465557123e-02, 9
-1.3929440612788027966870e-04, 10
-----------------------------------
f^(11): backward 9
-----------------------------------
(weights, stencil)
6.6014204519864065688443e-05, -11
-7.8763878263171031683665e-04, -10
3.9972040955713813992212e-02, -9
-6.9885638038566866292456e-01, -8
6.1582193577996280353659e+00, -7
-3.3635934822647016062547e+01, -6
1.2401887925301136306189e+02, -5
-3.1996012741186848415964e+02, -4
5.8050880445224595405307e+02, -3
-7.1371898730046245873382e+02, -2
4.9954418871738516827463e+02, -1
3.8116703886804494061380e+01, 0
-5.6849474957852669376734e+02, 1
7.6461121087224069015065e+02, 2
-6.1092497074250093191949e+02, 3
3.3446456044727472090017e+02, 4
-1.2939846421280003596621e+02, 5
3.5117861202463792835715e+01, 6
-6.4330535285417935753571e+00, 7
7.2348251522258444357050e-01, 8
-3.8016234206966481590229e-02, 9
-----------------------------------
f^(11): backward 8
-----------------------------------
(weights, stencil)
7.7579282240503694248772e-06, -12
-6.3335125992081841737533e-05, -11
5.6161737343044708728468e-03, -10
-2.4005652488752794032623e-02, -9
-5.4128280310546883491440e-01, -8
7.5315927390413515141177e+00, -7
-4.8070839100539998867134e+01, -6
1.9400730329075710756115e+02, -5
-5.4538618673504220168979e+02, -4
1.1143980280556299931050e+03, -3
-1.6873222458274080963747e+03, -2
1.9006104290329424202355e+03, -1
-1.5740294908072776252084e+03, 0
9.2322673161180796341796e+02, 1
-3.4499675354191964515849e+02, 2
4.8548121451693461381183e+01, 3
2.5264770897172887487159e+01, 4
-1.7475490434410932749643e+01, 5
4.9229624810382812682974e+00, 6
-7.1379774533898232569129e-01, 7
4.4592429746645075028244e-02, 8
-----------------------------------
f^(11): backward 7
-----------------------------------
(weights, stencil)
-1.1717865270913518937774e-04, -13
3.9499418513089728588819e-04, -12
5.4935958519525295625646e-04, -11
1.7361503357224163796024e-02, -10
-8.0327477733636604151357e-02, -9
-1.4662396421090984066637e+00, -8
1.8386548207040313229754e+01, -7
-1.0605037560206380931049e+02, -6
3.9454077638840732333847e+02, -5
-1.0464979418231878298684e+03, -4
2.0671141646146261336980e+03, -3
-3.1046763082921811474080e+03, -2
3.5763308460483190174273e+03, -1
-3.1599126072950280104124e+03, 0
2.1255243322364631239907e+03, 1
-1.0712732268077631943015e+03, 2
3.9389218357974039008695e+02, 3
-1.0128646233806169618674e+02, 4
1.7037256546316033478661e+01, 5
-1.6772184090898341057851e+00, 6
7.6411387843210387682547e-02, 7
-----------------------------------
f^(11): backward 6
-----------------------------------
(weights, stencil)
1.7242677605849943000838e-06, -14
1.1666921009720904330552e-04, -13
-3.8666003401080463117157e-04, -12
-6.4503263390784735652889e-04, -11
-1.2820019045609086592169e-03, -10
8.6970396298631357651088e-03, -9
-6.9942330848345224403317e-02, -8
2.9162044655766732326185e+00, -7
-2.8596330868764340493726e+01, -6
1.4505964831230804179540e+02, -5
-4.6980360950163537836488e+02, -4
1.0604368787595765297738e+03, -3
-1.7414471710690957024781e+03, -2
2.1242661168940117022430e+03, -1
-1.9373335227893824139755e+03, 0
1.3139266360659298698010e+03, 1
-6.5078568845236316064984e+02, 2
2.2718489934341280900298e+02, 3
-5.2391718369424737034024e+01, 4
7.0322896441548286006196e+00, 5
-4.0119184028078580528387e-01, 6
-----------------------------------
f^(11): backward 5
-----------------------------------
(weights, stencil)
-8.9936405862915235875227e-04, -15
3.7661387681203577215694e-03, -14
5.3829891282711171685005e-03, -13
-2.7141147500443951051663e-02, -12
-4.3056320257809671536720e-02, -11
-2.2734655584265617278561e-01, -10
